Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
27,3.0,347.17,4.44,1.0,1.0,55.0,6437.23,2131.27,0.58
28,1.0,292.83,3.92,2.0,1.0,40.0,6880.23,350.99,0.57
29,1.0,358.92,4.0,1.0,1.0,70.0,6535.88,374.79,0.57
30,3.0,253.5,100.0,6.0,1.0,77.5,1784.19,3386.9,0.67
31,3.0,337.0,100.0,3.0,6.0,1000.0,10366.89,490.03,0.5
32,1.0,292.55,4.73,6.0,12.0,67.27,10205.64,159.37,0.5
33,1.0,212.27,2.64,6.0,12.0,1000.0,11383.21,117.47,0.48
34,1.0,424.0,5.4,2.0,12.0,1000.0,16704.2,233.62,0.37
35,3.0,289.29,100.0,6.0,6.0,61.43,9505.3,418.27,0.51
36,3.0,40.0,7.67,3.0,3.0,1000.0,16598.67,86.76,0.37
37,1.0,139.75,4.0,1.0,6.0,43.75,7100.49,99.73,0.56
38,3.0,194.36,3.64,3.0,3.0,42.73,12325.5,569.52,0.46
39,1.0,367.0,100.0,2.0,1.0,1000.0,5718.14,447.61,0.59
40,3.0,246.22,3.56,1.0,1.0,1000.0,6358.18,1886.81,0.58
41,3.0,337.33,1.0,2.0,3.0,1000.0,12183.07,1063.38,0.46
42,1.0,46.0,5.57,6.0,3.0,1000.0,8903.78,39.13,0.53
43,3.0,121.9,3.5,1.0,6.0,37.0,9510.59,240.11,0.51
44,1.0,247.11,3.11,6.0,1.0,60.0,6781.65,259.43,0.57
45,3.0,260.08,3.25,2.0,1.0,70.0,6243.09,2034.71,0.58
46,3.0,421.13,3.53,3.0,12.0,58.0,18155.59,711.11,0.34
47,1.0,348.11,3.78,6.0,6.0,1000.0,12663.24,198.08,0.45
48,1.0,430.5,3.3,6.0,3.0,64.0,11560.91,287.52,0.47
49,1.0,358.11,3.44,1.0,12.0,1000.0,12357.37,222.41,0.46
50,1.0,321.7,3.5,3.0,1.0,73.0,6825.27,329.94,0.57
51,3.0,42.6,2.0,2.0,1.0,1000.0,8321.94,162.8,0.54
52,3.0,193.82,3.45,3.0,6.0,50.91,13745.25,339.29,0.43
53,1.0,314.86,4.57,3.0,12.0,1000.0,10209.62,193.67,0.5
54,1.0,249.08,4.54,1.0,12.0,51.54,9644.02,160.97,0.51
55,3.0,26.25,5.5,1.0,12.0,1000.0,8479.38,63.21,0.53
56,1.0,211.08,3.67,2.0,6.0,55.0,13313.93,128.96,0.44
57,3.0,321.7,5.4,6.0,1.0,64.0,6012.2,3985.73,0.59
58,3.0,416.46,4.08,2.0,3.0,51.54,13035.83,978.21,0.44
59,1.0,159.43,100.0,3.0,3.0,61.43,3436.39,190.2,0.64
60,1.0,218.67,3.33,1.0,1.0,1000.0,8030.88,246.75,0.54
61,1.0,37.33,100.0,2.0,6.0,1000.0,3361.8,107.73,0.64
62,3.0,203.5,2.0,2.0,12.0,55.0,15763.15,337.51,0.39
63,1.0,210.9,5.4,3.0,12.0,46.0,6223.37,134.23,0.58
64,3.0,174.71,4.43,3.0,12.0,1000.0,17432.57,244.08,0.35
65,3.0,125.22,3.67,1.0,3.0,1000.0,10284.59,321.14,0.5
66,3.0,113.8,3.9,6.0,12.0,46.0,13809.26,189.04,0.43
67,3.0,275.75,100.0,3.0,12.0,55.0,12379.31,450.71,0.45
68,1.0,50.75,100.0,1.0,12.0,55.0,4559.27,106.58,0.62
69,1.0,275.75,100.0,6.0,12.0,1000.0,6398.95,216.99,0.58
70,3.0,275.5,100.0,6.0,12.0,55.0,13051.14,532.28,0.44
71,3.0,10000.0,3.8,3.0,3.0,28.0,7869.48,33120.4,0.71
72,3.0,10000.0,2.0,3.0,6.0,1000.0,12652.67,29549.67,0.6
73,1.0,367.33,100.0,3.0,3.0,1000.0,7993.2,278.5,0.54
74,1.0,37.33,100.0,3.0,12.0,70.0,3220.86,107.14,0.64
75,1.0,302.0,2.43,6.0,1.0,1000.0,6614.29,330.0,0.57
76,1.0,10000.0,3.75,6.0,12.0,55.0,25907.5,3739.38,0.18
77,3.0,50.75,100.0,1.0,6.0,55.0,6922.45,171.67,0.57
78,3.0,37.0,2.0,3.0,1.0,1000.0,7817.67,137.96,0.55
79,1.0,278.0,100.0,6.0,12.0,32.5,6718.35,200.06,0.57
80,3.0,30.5,100.0,2.0,6.0,77.5,5091.76,126.36,0.6
81,1.0,1.0,2.0,3.0,3.0,1000.0,2509.17,4.21,0.66
82,1.0,278.0,5.5,1.0,3.0,1000.0,9116.98,208.98,0.52
83,3.0,518.67,3.33,3.0,6.0,1000.0,20658.98,764.82,0.29
84,3.0,10000.0,4.25,3.0,1.0,55.0,6440.35,44517.0,0.84
85,3.0,34.67,100.0,6.0,3.0,40.0,5489.64,135.61,0.6
86,3.0,367.0,100.0,2.0,1.0,1000.0,6774.71,1330.27,0.57
87,1.0,370.0,100.0,6.0,3.0,40.0,8258.93,285.64,0.54
88,1.0,340.0,100.0,2.0,3.0,40.0,6071.1,291.14,0.58
89,1.0,367.0,1.67,2.0,3.0,1000.0,11078.0,248.75,0.48
