Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
24,1.0,16.22,3.0,1.0,1.0,60.0,5739.41,20.51,0.59
25,3.0,210.55,5.64,2.0,3.0,67.27,10638.65,510.16,0.49
26,3.0,10000.0,4.25,3.0,6.0,77.5,12228.0,30728.75,0.6
27,1.0,10000.0,3.33,3.0,6.0,40.0,16618.33,5590.28,0.37
28,3.0,232.5,3.6,1.0,6.0,55.0,12595.19,496.08,0.45
29,3.0,184.67,3.67,1.0,3.0,1000.0,10706.2,473.06,0.49
30,3.0,250.06,3.47,6.0,12.0,52.35,15573.8,540.58,0.39
31,3.0,28.25,100.0,3.0,1.0,77.5,3218.94,163.27,0.64
32,1.0,249.0,3.11,2.0,3.0,60.0,12185.58,183.09,0.46
33,1.0,503.0,100.0,3.0,1.0,77.5,5542.76,546.21,0.6
34,3.0,174.71,2.79,1.0,3.0,55.0,11930.47,437.53,0.46
35,1.0,153.0,5.0,6.0,6.0,1000.0,9556.47,89.44,0.51
36,3.0,104.5,4.3,2.0,1.0,37.0,6801.91,804.31,0.57
37,1.0,332.85,5.15,3.0,1.0,72.31,7121.02,340.68,0.56
38,1.0,10000.0,2.25,6.0,6.0,55.0,27319.75,3412.92,0.15
39,1.0,37.0,100.0,3.0,3.0,1000.0,3169.58,105.43,0.64
40,3.0,34.67,100.0,6.0,12.0,40.0,7267.53,124.05,0.56
41,3.0,37.0,100.0,1.0,6.0,1000.0,5233.17,151.76,0.6
42,3.0,24.6,5.4,2.0,12.0,1000.0,11696.86,53.75,0.47
43,3.0,178.25,4.92,3.0,6.0,40.0,13509.09,279.44,0.43
44,3.0,22.8,100.0,6.0,3.0,46.0,3835.64,122.86,0.63
45,1.0,222.7,3.6,3.0,1.0,1000.0,6779.06,247.14,0.57
46,1.0,222.8,100.0,3.0,6.0,64.0,5171.49,202.08,0.6
47,3.0,247.11,4.56,6.0,3.0,1000.0,12554.4,567.32,0.45
48,1.0,187.83,3.42,2.0,1.0,55.0,7655.51,228.92,0.55
49,1.0,140.75,3.12,3.0,6.0,55.0,8242.02,95.09,0.54
50,3.0,222.6,3.2,6.0,6.0,1000.0,14541.68,377.46,0.41
51,3.0,367.33,100.0,1.0,6.0,70.0,11289.77,726.58,0.48
52,3.0,335.67,4.5,3.0,12.0,1000.0,14506.93,541.87,0.41
53,3.0,383.67,4.33,2.0,1.0,1000.0,7502.72,2731.59,0.56
54,1.0,113.91,4.0,6.0,6.0,50.91,9980.49,80.04,0.5
55,3.0,443.67,2.58,3.0,3.0,77.5,15054.57,1380.27,0.4
56,1.0,455.27,3.36,6.0,3.0,75.45,9062.4,293.8,0.52
57,3.0,223.5,4.3,6.0,6.0,55.0,16059.06,378.64,0.38
58,3.0,154.25,3.5,1.0,6.0,1000.0,12782.31,407.25,0.45
59,3.0,204.8,2.0,3.0,6.0,1000.0,15865.84,308.31,0.38
60,3.0,4.0,4.29,2.0,6.0,1000.0,8906.29,12.52,0.53
61,1.0,27.38,4.38,3.0,3.0,10.0,6952.26,24.9,0.57
62,3.0,28.25,100.0,2.0,6.0,77.5,4475.33,126.3,0.62
63,1.0,10000.0,1.75,3.0,12.0,55.0,16159.0,5347.75,0.38
64,3.0,10000.0,3.75,1.0,1.0,77.5,6177.4,42348.0,0.8
65,1.0,37.33,4.33,3.0,6.0,1000.0,9703.97,31.49,0.51
66,1.0,503.0,100.0,3.0,3.0,55.0,7767.45,371.55,0.55
67,3.0,10000.0,4.67,2.0,6.0,100.0,10273.53,28556.33,0.62
68,1.0,332.4,3.6,6.0,1.0,37.0,7892.25,346.46,0.55
69,3.0,352.17,3.0,6.0,1.0,1000.0,5883.82,4724.7,0.59
70,3.0,10000.0,4.33,2.0,12.0,1000.0,14736.67,22917.0,0.5
71,3.0,10000.0,1.67,6.0,12.0,40.0,7740.8,37916.67,0.73
72,1.0,334.33,100.0,6.0,6.0,40.0,5774.96,265.46,0.59
73,3.0,140.75,5.38,1.0,1.0,43.75,6596.3,1015.8,0.57
74,3.0,10000.0,5.0,2.0,1.0,1000.0,7540.17,38767.33,0.74
75,3.0,37.0,100.0,2.0,3.0,1000.0,5863.69,145.07,0.59
76,1.0,10000.0,3.5,6.0,3.0,55.0,24577.75,4053.25,0.21
77,1.0,30.25,100.0,1.0,12.0,55.0,2711.94,103.99,0.65
78,3.0,337.33,100.0,1.0,1.0,100.0,4953.2,1314.58,0.61
79,1.0,51.0,100.0,1.0,6.0,55.0,4529.55,108.04,0.62
80,1.0,262.0,3.8,6.0,3.0,1000.0,13495.6,172.05,0.43
81,1.0,34.33,4.0,2.0,6.0,1000.0,8304.5,23.39,0.54
82,3.0,37.0,100.0,1.0,3.0,70.0,5316.0,150.98,0.6
83,1.0,37.0,100.0,2.0,3.0,70.0,3415.7,103.76,0.64
84,3.0,185.83,3.17,2.0,6.0,10.0,12189.8,302.64,0.46
85,3.0,26.0,6.25,3.0,1.0,1000.0,5931.85,100.7,0.59
86,1.0,367.33,100.0,2.0,1.0,1000.0,5747.39,447.68,0.59
87,3.0,10000.0,4.67,3.0,3.0,40.0,7961.57,32813.67,0.69
88,3.0,10000.0,5.33,6.0,1.0,70.0,6398.57,48289.67,0.85
89,3.0,34.67,100.0,6.0,1.0,70.0,3505.69,182.22,0.64
