Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
44,1.0,111.5,3.92,1.0,12.0,47.5,8407.99,78.03,0.53
45,1.0,241.67,4.28,3.0,6.0,60.0,9580.0,157.03,0.51
46,3.0,420.6,2.0,6.0,12.0,1000.0,18766.82,875.44,0.32
47,3.0,141.88,3.0,6.0,1.0,1000.0,7534.18,1670.96,0.55
48,3.0,10000.0,5.0,2.0,3.0,1000.0,7725.83,34278.33,0.72
49,1.0,390.5,2.12,3.0,3.0,1000.0,11667.0,258.97,0.47
50,1.0,202.8,1.4,6.0,6.0,1000.0,8192.04,130.9,0.54
51,3.0,138.75,4.13,2.0,3.0,77.5,9156.89,317.51,0.52
52,3.0,3.75,100.0,2.0,12.0,32.5,1018.01,101.95,0.69
53,3.0,242.2,100.0,2.0,6.0,46.0,11091.17,404.37,0.48
54,1.0,10000.0,2.0,6.0,12.0,40.0,25644.67,3610.27,0.18
55,3.0,8.0,2.0,3.0,1.0,1000.0,9705.85,28.46,0.51
56,1.0,10000.0,1.67,2.0,6.0,70.0,26067.0,4833.4,0.18
57,3.0,292.36,4.82,3.0,6.0,59.09,14471.08,452.64,0.41
58,3.0,28.25,2.5,2.0,3.0,1000.0,10655.77,74.66,0.49
59,1.0,37.0,100.0,6.0,1.0,40.0,2849.13,109.52,0.65
60,1.0,224.2,100.0,1.0,1.0,64.0,3929.42,295.99,0.63
61,3.0,170.67,7.5,2.0,12.0,1000.0,12330.75,217.06,0.45
62,1.0,37.0,100.0,2.0,12.0,10.0,3262.49,104.49,0.64
63,3.0,222.4,100.0,2.0,1.0,64.0,4542.32,903.62,0.61
64,1.0,367.0,100.0,1.0,3.0,10.0,8383.96,293.55,0.53
65,1.0,114.91,4.09,3.0,1.0,42.73,7507.29,121.07,0.55
66,3.0,334.0,100.0,6.0,12.0,40.0,9837.19,489.19,0.5
67,1.0,10000.0,7.67,6.0,6.0,40.0,28218.0,3374.23,0.13
68,3.0,6.0,100.0,6.0,6.0,55.0,1662.55,102.09,0.67
69,3.0,110.46,2.77,3.0,3.0,58.46,12411.08,325.35,0.45
70,1.0,667.17,6.0,6.0,1.0,1000.0,7356.01,708.68,0.56
71,3.0,34.33,100.0,6.0,3.0,70.0,5406.97,135.71,0.6
72,3.0,5.2,3.4,2.0,6.0,1000.0,10719.02,14.11,0.49
73,3.0,10000.0,7.67,2.0,1.0,40.0,6499.37,40801.33,0.8
74,3.0,253.25,2.0,1.0,3.0,1000.0,11268.73,451.67,0.47
75,1.0,37.33,100.0,3.0,6.0,10.0,3303.06,105.22,0.64
76,1.0,175.86,3.0,2.0,3.0,1000.0,12282.7,112.73,0.45
77,1.0,10000.0,7.33,3.0,1.0,40.0,4729.43,16552.67,0.65
78,3.0,186.29,4.29,3.0,1.0,61.43,6946.8,2016.36,0.56
79,1.0,203.0,5.4,2.0,1.0,1000.0,5536.74,216.15,0.59
80,3.0,1.67,4.33,2.0,1.0,1000.0,7048.23,8.39,0.56
81,3.0,139.75,3.5,1.0,12.0,1000.0,9987.64,268.85,0.5
82,3.0,10000.0,6.25,2.0,6.0,55.0,10763.4,24042.75,0.58
83,1.0,420.6,3.2,6.0,3.0,1000.0,10991.98,255.54,0.48
84,3.0,10000.0,2.0,2.0,12.0,77.5,12453.0,25219.25,0.56
85,3.0,34.33,100.0,3.0,1.0,70.0,3398.83,177.93,0.64
86,3.0,335.67,4.83,6.0,3.0,1000.0,12026.9,819.57,0.46
87,1.0,75.5,3.75,3.0,6.0,1000.0,11751.45,56.87,0.46
88,3.0,10000.0,5.75,3.0,3.0,32.5,7723.78,36250.25,0.74
89,3.0,10000.0,5.0,2.0,3.0,40.0,8454.2,35170.67,0.72
90,3.0,34.33,100.0,1.0,6.0,40.0,4558.24,156.48,0.61
91,1.0,367.33,100.0,2.0,1.0,70.0,5994.4,453.38,0.58
92,1.0,50.75,1.75,2.0,12.0,1000.0,12259.85,29.0,0.45
93,3.0,201.2,100.0,3.0,6.0,46.0,5563.3,361.34,0.59
94,3.0,10000.0,4.33,3.0,1.0,40.0,6255.73,42554.67,0.82
95,1.0,10000.0,2.25,1.0,3.0,32.5,21006.75,6306.08,0.28
96,1.0,500.75,4.25,1.0,3.0,1000.0,9093.82,367.59,0.52
97,3.0,367.33,100.0,1.0,6.0,1000.0,11587.96,679.63,0.47
98,1.0,367.33,100.0,2.0,6.0,40.0,9140.25,272.34,0.52
99,1.0,334.67,100.0,6.0,3.0,40.0,5350.57,277.19,0.6
100,1.0,334.33,100.0,3.0,3.0,70.0,4769.98,305.14,0.61
101,1.0,10000.0,4.33,3.0,12.0,70.0,16825.33,5442.0,0.37
