Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
65,1.0,10000.0,2.0,1.0,6.0,10.0,23125.67,5535.0,0.24
66,1.0,51.88,4.12,2.0,3.0,66.25,9849.06,39.56,0.5
67,3.0,42.4,3.2,1.0,6.0,1000.0,10504.02,111.07,0.49
68,3.0,30.5,4.0,2.0,12.0,1000.0,12890.38,65.72,0.44
69,1.0,246.22,2.78,3.0,1.0,80.0,6378.97,254.64,0.58
70,3.0,502.75,100.0,1.0,6.0,77.5,10415.12,980.54,0.49
71,3.0,10000.0,4.33,1.0,1.0,1000.0,6302.2,43934.0,0.81
72,3.0,30.25,100.0,6.0,12.0,32.5,6636.77,119.18,0.57
73,1.0,10000.0,6.5,3.0,12.0,55.0,17550.75,5117.43,0.35
74,3.0,172.85,4.38,1.0,6.0,58.46,11830.35,432.01,0.46
75,3.0,313.4,3.4,3.0,12.0,82.0,17111.0,506.82,0.35
76,3.0,367.33,100.0,1.0,12.0,10.0,11003.54,714.34,0.48
77,1.0,337.33,100.0,2.0,3.0,1000.0,5766.85,304.52,0.59
78,3.0,288.12,4.12,3.0,1.0,1000.0,7753.96,3323.78,0.55
79,3.0,38.5,3.0,6.0,3.0,1000.0,13927.13,89.78,0.42
80,3.0,10000.0,3.14,6.0,3.0,48.57,7429.24,38180.14,0.74
81,1.0,203.36,3.64,2.0,6.0,42.73,10511.56,118.37,0.49
82,1.0,67.0,100.0,3.0,6.0,70.0,5832.85,111.36,0.59
83,1.0,37.0,100.0,3.0,3.0,70.0,3111.66,105.92,0.64
84,1.0,26.0,4.25,6.0,6.0,1000.0,5488.28,24.14,0.59
85,1.0,29.38,4.13,3.0,12.0,1000.0,8170.93,25.99,0.54
86,1.0,222.4,3.8,6.0,12.0,1000.0,10166.23,129.59,0.5
87,3.0,187.17,100.0,6.0,1.0,85.0,3166.72,2329.58,0.64
88,1.0,340.0,100.0,2.0,12.0,70.0,7390.65,244.21,0.55
89,3.0,334.0,100.0,3.0,12.0,70.0,9758.81,543.39,0.51
90,1.0,37.0,1.0,2.0,12.0,1000.0,11363.97,22.57,0.47
91,3.0,10000.0,5.0,6.0,1.0,70.0,7079.43,49253.0,0.84
