Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
59,3.0,222.6,100.0,2.0,12.0,46.0,10522.73,337.82,0.49
60,3.0,188.67,2.17,3.0,1.0,1000.0,8709.43,2223.19,0.53
61,1.0,202.17,100.0,1.0,3.0,40.0,5870.91,199.26,0.59
62,3.0,280.0,100.0,2.0,1.0,55.0,5915.2,1200.47,0.59
63,3.0,102.0,4.73,2.0,3.0,83.64,8859.74,244.66,0.52
64,3.0,154.0,3.88,2.0,12.0,77.5,14843.59,254.14,0.4
65,1.0,28.25,5.75,6.0,3.0,1000.0,6231.82,30.5,0.58
66,3.0,20.83,3.17,3.0,3.0,1000.0,12397.72,50.46,0.45
67,1.0,10000.0,2.0,6.0,3.0,100.0,24870.33,3978.07,0.19
68,3.0,20.83,100.0,1.0,3.0,70.0,3313.3,132.22,0.64
69,1.0,334.33,100.0,6.0,1.0,1000.0,3543.85,379.41,0.63
70,3.0,224.2,5.6,6.0,1.0,1000.0,7382.64,3076.17,0.56
71,1.0,173.43,4.43,3.0,1.0,1000.0,5755.97,179.75,0.59
72,1.0,23.0,2.2,1.0,1.0,1000.0,5275.4,30.04,0.6
73,3.0,277.75,6.0,2.0,1.0,1000.0,7184.88,2145.64,0.56
74,3.0,34.33,100.0,3.0,6.0,70.0,6049.35,134.61,0.58
75,1.0,276.75,1.88,6.0,3.0,55.0,10234.17,188.3,0.49
76,3.0,346.33,4.78,2.0,6.0,50.0,13882.9,541.38,0.42
77,3.0,10000.0,5.0,3.0,12.0,1000.0,18047.0,32582.0,0.54
78,1.0,10000.0,3.5,2.0,6.0,55.0,27151.25,4253.93,0.15
79,3.0,34.33,100.0,2.0,3.0,1000.0,5105.96,143.08,0.6
80,3.0,10000.0,2.0,3.0,1.0,55.0,6433.65,42692.25,0.81
81,3.0,10000.0,4.67,2.0,6.0,40.0,10728.67,22266.0,0.57
82,3.0,10000.0,4.0,1.0,1.0,70.0,6321.77,42605.0,0.81
83,3.0,224.4,100.0,1.0,6.0,46.0,7658.78,490.1,0.55
84,1.0,334.0,100.0,3.0,1.0,70.0,3545.38,413.87,0.63
85,1.0,253.25,3.75,6.0,6.0,1000.0,8889.93,164.34,0.52
86,3.0,316.0,4.29,1.0,6.0,1000.0,12791.16,741.16,0.44
87,1.0,4.33,100.0,2.0,12.0,10.0,427.46,101.02,0.7
88,3.0,10000.0,4.67,2.0,3.0,70.0,7952.07,34070.33,0.71
89,1.0,221.0,5.2,3.0,6.0,1000.0,7871.99,137.17,0.54
90,1.0,700.0,100.0,1.0,1.0,40.0,9289.7,749.58,0.51
91,1.0,4.33,100.0,1.0,6.0,1000.0,397.03,100.49,0.7
92,3.0,10000.0,6.0,6.0,3.0,77.5,6303.92,41156.0,0.79
93,1.0,10000.0,4.0,6.0,12.0,40.0,27849.0,3465.37,0.13
94,1.0,277.75,100.0,6.0,3.0,32.5,6219.22,239.32,0.58
