Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
85,1.0,7.0,100.0,1.0,3.0,70.0,650.0,100.8,0.7
86,3.0,10000.0,2.0,3.0,12.0,1000.0,17383.33,31781.67,0.54
87,3.0,367.33,1.67,1.0,12.0,1000.0,12454.8,1029.77,0.45
88,3.0,389.25,4.88,2.0,3.0,55.0,11466.11,1007.51,0.47
89,3.0,34.33,100.0,1.0,1.0,1000.0,3345.73,187.5,0.64
90,3.0,370.0,100.0,2.0,12.0,1000.0,17327.03,453.72,0.35
91,1.0,40.0,4.33,2.0,3.0,70.0,13666.33,27.74,0.43
92,3.0,4.33,100.0,2.0,3.0,1000.0,1214.6,102.52,0.68
93,3.0,422.2,5.2,1.0,1.0,1000.0,7243.18,2572.79,0.56
94,1.0,670.0,100.0,1.0,1.0,70.0,7149.69,737.49,0.56
95,1.0,10000.0,4.67,3.0,6.0,100.0,15677.0,5840.7,0.39
96,1.0,667.33,4.67,2.0,1.0,1000.0,7542.13,767.91,0.55
97,3.0,10000.0,2.33,2.0,12.0,70.0,12961.33,25870.67,0.55
98,1.0,37.0,100.0,6.0,3.0,10.0,3187.49,109.64,0.64
