Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
41,1.0,67.33,100.0,6.0,1.0,70.0,5024.35,118.22,0.6
42,1.0,169.33,4.67,6.0,1.0,1000.0,5010.42,173.04,0.6
43,3.0,195.33,4.83,6.0,1.0,40.0,7627.07,2400.48,0.55
44,3.0,255.25,4.0,3.0,1.0,1000.0,7194.88,3463.59,0.56
45,1.0,173.43,3.14,1.0,3.0,1000.0,8788.5,137.43,0.53
46,1.0,377.88,5.12,2.0,12.0,43.75,10825.94,203.59,0.48
47,3.0,10000.0,4.67,3.0,1.0,40.0,6562.93,38300.0,0.75
48,1.0,276.6,3.67,2.0,3.0,52.0,9631.88,197.76,0.51
49,3.0,28.37,4.12,3.0,1.0,55.0,8733.71,95.12,0.53
50,3.0,512.3,3.6,3.0,12.0,46.0,20693.33,872.32,0.28
51,1.0,10000.0,4.25,2.0,1.0,77.5,4091.0,24037.25,0.7
52,1.0,432.0,3.43,3.0,1.0,61.43,7517.37,451.01,0.55
53,3.0,4.33,100.0,3.0,6.0,10.0,1221.07,101.93,0.68
54,3.0,420.6,4.8,6.0,1.0,1000.0,5058.66,5872.73,0.61
55,3.0,245.33,3.0,6.0,3.0,70.0,11686.61,890.06,0.46
56,1.0,67.0,4.67,6.0,3.0,1000.0,8895.9,60.95,0.52
57,3.0,223.6,5.3,1.0,6.0,1000.0,13219.48,519.98,0.43
58,1.0,128.5,4.25,3.0,6.0,55.0,7097.32,80.47,0.56
59,3.0,278.0,100.0,6.0,12.0,55.0,12972.21,407.07,0.44
60,3.0,334.33,100.0,1.0,1.0,1000.0,3877.9,1151.77,0.63
61,3.0,312.7,2.8,3.0,6.0,46.0,15875.54,541.94,0.38
62,3.0,201.0,5.0,6.0,6.0,1000.0,9419.64,334.3,0.51
63,3.0,255.25,4.0,3.0,6.0,1000.0,15964.02,383.51,0.38
64,3.0,34.33,100.0,1.0,1.0,10.0,3296.73,178.78,0.64
65,1.0,10000.0,5.0,2.0,6.0,70.0,27661.33,4580.87,0.14
66,1.0,20.67,1.5,1.0,6.0,1000.0,7227.25,20.19,0.56
67,1.0,10000.0,3.75,1.0,12.0,55.0,25235.0,5474.3,0.2
68,1.0,303.43,3.14,3.0,12.0,1000.0,11039.17,187.39,0.48
69,1.0,221.0,3.6,3.0,1.0,1000.0,5750.43,222.06,0.59
70,3.0,313.5,3.6,2.0,12.0,1000.0,17224.4,422.74,0.35
71,1.0,174.71,3.86,1.0,12.0,61.43,10006.23,125.5,0.5
72,3.0,34.33,100.0,1.0,3.0,40.0,4460.47,150.28,0.62
73,1.0,10000.0,1.75,3.0,12.0,55.0,16159.0,5347.75,0.38
74,1.0,10000.0,4.67,2.0,12.0,1000.0,32102.67,3831.33,0.06
75,1.0,31.0,3.14,2.0,6.0,1000.0,8281.9,22.66,0.54
76,3.0,22.8,100.0,2.0,3.0,46.0,3656.02,126.34,0.63
77,1.0,600.6,4.2,6.0,12.0,1000.0,12567.78,318.68,0.45
78,3.0,204.6,4.0,1.0,12.0,1000.0,12466.58,382.8,0.45
79,1.0,10000.0,4.33,1.0,1.0,40.0,4660.47,20031.0,0.66
80,3.0,169.33,4.67,2.0,3.0,1000.0,8843.02,450.7,0.52
81,3.0,353.5,3.0,6.0,3.0,1000.0,15430.63,806.61,0.39
82,3.0,10000.0,4.25,3.0,3.0,77.5,7668.9,35075.25,0.71
83,3.0,10000.0,4.67,6.0,6.0,70.0,8402.5,40919.33,0.75
84,1.0,10000.0,5.0,1.0,6.0,1000.0,23796.0,5605.03,0.22
85,3.0,337.0,100.0,6.0,1.0,70.0,2054.84,4476.12,0.67
86,3.0,367.33,6.0,3.0,12.0,1000.0,18529.33,523.86,0.32
87,3.0,10000.0,4.33,6.0,3.0,40.0,6282.37,39605.33,0.77
88,1.0,30.25,4.25,6.0,6.0,1000.0,8625.18,27.18,0.53
89,1.0,340.0,100.0,1.0,1.0,40.0,3985.02,413.81,0.63
90,3.0,667.33,4.67,1.0,3.0,1000.0,15607.7,1470.87,0.38
91,3.0,10000.0,7.0,2.0,12.0,40.0,14323.0,19185.33,0.48
92,1.0,400.0,100.0,3.0,3.0,40.0,10945.4,284.53,0.48
