Cluster,Spouts,Max_spout,Spout_wait,Spliters,Counters,Netty_min_wait,Throughput+,Latency-,d2h
38,3.0,255.25,100.0,1.0,6.0,77.5,6600.52,529.74,0.57
39,3.0,20.83,4.67,6.0,1.0,1000.0,7884.95,77.37,0.54
40,1.0,187.33,3.17,2.0,12.0,1000.0,11925.57,104.03,0.46
41,1.0,10000.0,4.67,1.0,6.0,1000.0,23017.0,5418.2,0.24
42,1.0,392.27,4.36,1.0,1.0,75.45,7496.12,410.98,0.55
43,3.0,28.25,100.0,3.0,12.0,1000.0,5760.02,120.05,0.59
44,3.0,102.31,4.46,6.0,1.0,51.54,7059.18,1300.38,0.56
45,3.0,10000.0,5.0,2.0,1.0,55.0,6328.47,38334.5,0.77
46,1.0,302.0,3.29,2.0,3.0,1000.0,9752.87,210.57,0.5
47,1.0,4.67,100.0,3.0,1.0,40.0,437.02,100.37,0.7
48,1.0,1.5,4.25,1.0,12.0,1000.0,2158.45,7.02,0.66
49,3.0,500.75,100.0,2.0,12.0,55.0,15281.47,662.24,0.39
50,3.0,172.29,100.0,6.0,1.0,48.57,3427.64,2065.51,0.64
51,1.0,176.63,3.0,2.0,3.0,66.25,11015.38,132.06,0.48
52,1.0,10000.0,1.33,6.0,3.0,70.0,24494.33,4066.07,0.2
53,3.0,42.6,100.0,2.0,3.0,64.0,6331.08,153.3,0.58
54,3.0,325.77,4.38,3.0,3.0,51.54,13379.48,840.65,0.43
55,1.0,185.5,3.17,6.0,1.0,1000.0,5702.82,203.35,0.59
56,3.0,367.17,4.33,3.0,12.0,1000.0,17560.57,574.34,0.34
57,3.0,240.4,5.4,1.0,6.0,1000.0,10048.98,599.73,0.5
58,3.0,28.25,1.5,1.0,6.0,100.0,10311.28,75.25,0.49
59,3.0,224.33,5.56,1.0,3.0,40.0,9807.34,510.14,0.5
60,1.0,30.73,3.27,1.0,3.0,34.55,7699.45,27.99,0.55
61,3.0,151.88,2.88,2.0,1.0,1000.0,6532.1,1128.89,0.57
62,3.0,300.5,100.0,6.0,3.0,77.5,13256.34,565.64,0.43
63,3.0,309.14,3.86,6.0,12.0,42.14,18079.77,598.27,0.33
64,1.0,10000.0,4.0,6.0,6.0,55.0,27242.5,3420.92,0.14
65,1.0,37.0,100.0,6.0,1.0,70.0,2855.96,109.55,0.65
66,3.0,187.17,3.5,6.0,3.0,1000.0,13337.1,483.85,0.43
67,1.0,41.0,100.0,3.0,12.0,64.0,3436.62,107.1,0.64
68,3.0,141.75,1.75,1.0,1.0,66.25,7044.64,985.23,0.56
69,3.0,367.33,2.67,1.0,1.0,1000.0,6695.3,2666.46,0.57
70,3.0,10000.0,4.0,1.0,1.0,32.5,5816.55,38348.0,0.78
71,1.0,139.5,3.75,1.0,1.0,1000.0,4910.29,154.88,0.61
72,1.0,275.75,5.75,1.0,6.0,1000.0,8756.33,178.57,0.53
73,3.0,114.44,2.56,6.0,3.0,40.0,10646.32,430.18,0.49
74,3.0,237.93,3.43,2.0,1.0,61.43,7674.96,1592.74,0.55
75,1.0,367.0,100.0,3.0,6.0,100.0,8154.21,270.72,0.54
76,3.0,70.0,100.0,3.0,1.0,40.0,7150.7,264.02,0.56
77,3.0,290.57,5.57,1.0,12.0,61.43,14340.53,566.65,0.41
78,1.0,253.25,3.75,3.0,1.0,1000.0,5751.6,291.31,0.59
79,1.0,4.33,3.0,2.0,12.0,55.0,5530.94,7.48,0.59
80,1.0,277.75,100.0,1.0,6.0,32.5,6385.56,249.62,0.57
81,3.0,334.33,100.0,1.0,12.0,70.0,6594.93,826.5,0.57
82,3.0,10000.0,3.8,3.0,3.0,28.0,7869.48,33120.4,0.7
83,1.0,10000.0,2.0,6.0,1.0,1000.0,4642.13,17209.67,0.65
84,1.0,10000.0,1.33,2.0,3.0,70.0,10742.73,10202.37,0.5
85,1.0,290.43,2.14,3.0,3.0,1000.0,11082.8,191.22,0.48
86,3.0,37.0,1.67,2.0,12.0,1000.0,12063.83,79.55,0.46
87,3.0,10000.0,4.67,6.0,12.0,40.0,8729.03,35629.33,0.71
88,3.0,202.17,4.5,6.0,6.0,1000.0,14588.07,387.94,0.4
89,3.0,670.0,10.0,1.0,6.0,40.0,18584.33,1456.53,0.32
90,3.0,4.0,2.0,6.0,12.0,1000.0,9070.9,10.68,0.52
91,3.0,141.0,6.13,3.0,1.0,77.5,7940.74,1678.55,0.54
92,3.0,70.0,2.0,2.0,6.0,1000.0,15141.67,167.39,0.39
93,1.0,255.5,4.0,6.0,12.0,1000.0,10395.17,137.45,0.49
94,3.0,300.5,100.0,3.0,3.0,55.0,12730.26,629.66,0.44
95,1.0,334.33,100.0,6.0,6.0,100.0,5878.31,268.44,0.59
96,1.0,278.0,100.0,1.0,3.0,32.5,6547.61,245.61,0.57
97,3.0,10000.0,2.0,1.0,12.0,100.0,5822.27,38944.0,0.78
