A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,1,1,1,0,0,1,1,0,0,232.52,18
1,0,1,0,1,0,1,1,0,1,0,237.52,15
1,0,0,0,0,1,1,0,1,1,0,239.56,28
1,0,1,1,1,1,0,1,0,0,1,266.39,12
1,0,1,1,1,1,1,0,0,1,0,227.03,29
1,1,1,1,1,1,0,1,1,1,0,257.51,20
1,0,1,1,1,1,1,1,0,0,1,263.78,12
1,0,0,1,1,0,1,0,0,1,1,233.12,28
1,1,0,1,0,0,1,0,1,0,1,232.98,28
1,0,1,1,1,0,1,1,1,1,1,264.6,19
1,1,1,1,1,1,1,1,0,1,1,257.33,15
1,0,0,1,0,1,0,1,1,0,1,246.65,18
1,1,1,0,1,0,0,1,1,0,0,231.39,18
1,1,0,0,0,0,1,1,0,1,1,251.09,15
1,1,1,0,1,1,0,0,0,1,0,231.34,28
1,0,0,0,1,1,1,0,0,1,1,234.05,28
1,0,1,0,1,0,1,0,0,1,0,224.53,29
1,1,0,0,0,0,0,1,1,0,1,247.47,16
1,0,1,0,1,0,0,0,0,0,0,202.23,26
1,0,0,0,0,0,0,0,1,0,0,216.4,29
1,1,1,0,1,0,0,1,0,1,0,238.62,15
1,1,0,1,0,0,0,0,0,0,0,201.52,26
1,1,0,0,0,1,0,1,0,0,1,258.16,12
1,0,0,1,1,0,1,0,0,0,1,215.96,28
1,0,1,1,1,0,0,1,0,1,1,250.04,15
1,1,0,1,0,0,0,1,1,1,1,262.74,19
1,0,0,1,1,0,0,1,1,1,0,247.72,19
