Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+06,3,13,58196,753.06
10,5,18,28791,3.511
10,2,11,30705,3.2506
1,5,4,6534.9,1.5195
1.00E+05,3,13,57626,886.67
10000,6,3,42753,904.03
100,1,17,53428,17.798
100,6,3,44198,22.409
1,3,16,6634,1.5347
10000,4,12,53132,783.54
1.00E+05,1,8,62165,14336
100,5,13,50365,19.829
1.00E+05,5,15,55162,1249.1
1,1,3,5529.9,1.8618
10000,1,5,63080,1516
1.00E+05,1,18,66943,14608
1,6,10,7591,1.3139
10,2,17,29708,3.3809
1000,3,6,56000,192.73
10000,1,18,64152,1565.8
1.00E+05,5,17,57302,843.75
1000,1,17,64267,155.39
1000,5,1,30328,339.94
1.00E+05,6,4,43977,662.96
1.00E+06,4,3,37308,963.54
1000,3,13,59795,172.82
10,1,2,30487,3.2351
10,5,5,31592,3.2717
10,5,7,29903,3.374
100,2,15,55625,16.808
10,1,12,28007,3.5948
1.00E+06,5,1,28155,1546.7
1,3,5,7130.9,1.4207
1,5,13,6373.1,1.5647
10000,3,8,58858,748.62
100,5,18,51769,19.344
1,4,17,6151.7,1.6312
10000,5,5,46750,815.89
10000,1,6,63667,1499.3
10,6,1,30328,3.3034
1.00E+06,4,7,55725,803.82
1.00E+05,3,12,56804,806.52
1,6,5,7532.7,1.3448
