A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,0,1,0,1,1,1,1,1,1,0,253.1,20
1,1,1,1,1,1,0,1,1,0,0,234.08,18
1,1,0,1,0,1,1,0,0,0,1,216.3,28
1,1,1,0,1,1,1,0,1,1,0,245.7,28
1,0,0,1,0,1,1,0,1,1,1,248.9,28
1,1,1,0,1,1,1,0,0,0,0,207.89,29
1,1,1,0,1,1,0,1,1,1,0,256.45,20
1,1,0,0,1,0,1,0,1,1,1,253.49,28
1,1,0,1,0,0,0,0,1,1,0,241.7,29
1,0,0,1,1,0,0,0,0,1,1,232.03,28
1,0,1,0,1,1,1,1,1,1,0,251.01,20
1,1,1,1,1,1,0,1,1,1,0,257.51,20
1,0,0,0,1,0,0,1,0,1,0,232.86,16
1,1,1,0,1,1,1,1,0,0,1,267.17,12
1,1,1,1,1,1,0,1,0,1,1,253.98,15
1,0,1,0,1,1,1,1,1,1,1,262.94,19
1,0,1,0,1,1,1,0,0,1,0,227.64,29
1,0,0,1,0,0,0,1,0,1,0,231.04,15
1,0,1,1,1,1,1,1,0,1,0,240.54,15
1,0,1,1,1,0,0,0,0,0,0,203.18,26
1,0,1,1,1,1,0,0,1,0,1,235.07,28
1,0,1,0,1,1,1,1,0,1,0,236.95,15
