A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,0,1,0,0,1,0,0,1,0,226.65,29
1,0,0,1,0,1,0,0,0,0,1,214.65,28
1,1,0,0,1,0,1,1,1,0,0,230.14,18
1,0,1,1,1,1,1,1,0,0,1,263.78,12
1,1,0,0,0,1,0,0,1,1,1,251.93,28
1,1,1,0,1,1,0,1,0,0,1,263.58,12
1,0,1,0,1,0,0,1,1,0,1,248.02,16
1,0,0,1,1,0,0,1,0,1,1,246.09,15
1,1,1,0,1,0,1,0,1,1,1,254.47,28
1,0,0,0,0,1,0,1,0,0,1,256.06,12
1,0,1,0,1,1,1,0,0,1,1,236.38,27
1,0,0,0,0,1,1,1,1,1,1,261.57,19
1,0,0,1,0,0,1,1,0,1,0,231.91,15
1,1,1,1,1,1,0,1,1,0,1,251.15,18
1,0,0,0,0,1,1,1,1,0,1,247.13,18
1,1,1,1,1,0,1,0,1,0,1,237.36,28
1,0,0,1,0,1,0,0,0,1,0,223.21,29
1,1,0,1,1,1,1,0,0,0,1,218.04,28
1,1,1,0,1,0,1,1,1,1,1,266.48,19
1,0,1,0,1,0,1,1,1,1,0,251.41,20
1,0,0,1,0,0,0,1,1,1,1,258.02,19
1,1,1,0,1,1,0,0,0,0,1,219.31,28
1,0,0,0,0,0,0,0,0,1,1,228.3,29
1,1,1,1,1,0,1,0,1,1,0,245.22,28
1,0,0,1,0,1,0,0,1,1,1,248.06,28
1,1,1,1,1,0,1,0,0,0,0,207.65,29
1,1,1,0,1,1,0,1,1,0,0,232.76,18
1,0,1,0,1,1,0,0,0,1,1,234.01,28
1,0,1,0,1,0,0,0,0,1,0,225.5,29
1,1,1,0,1,1,0,1,0,1,1,252.75,15
1,1,0,1,0,1,1,1,1,0,1,248.58,18
1,0,0,0,1,0,0,1,0,1,0,232.86,16
1,0,0,1,0,0,1,1,1,0,0,225.8,18
1,0,1,1,1,0,1,0,0,0,0,205.71,29
1,1,1,1,1,0,1,1,1,0,1,252.5,18
1,1,1,0,1,1,1,0,1,0,0,224.51,29
1,1,1,1,1,0,1,0,1,1,0,246.76,28
1,0,1,1,1,0,0,0,0,0,0,205.13,26
1,1,1,0,1,0,0,1,1,1,1,264.99,19
1,1,0,0,1,1,1,1,1,1,1,269.47,18
1,0,0,1,0,0,0,1,1,0,0,224.99,19
1,0,0,0,0,0,1,1,1,1,0,246.73,20
1,1,1,0,1,1,0,0,0,0,0,207.12,29
1,0,0,0,1,1,0,1,1,0,0,228.27,18
1,1,1,1,1,0,0,1,0,0,0,214.72,13
1,1,1,1,1,1,1,0,0,1,0,231.19,28
1,1,1,0,1,0,0,0,1,1,1,253.51,28
1,0,1,1,1,0,0,1,1,0,0,230.94,19
1,0,1,1,1,1,0,1,0,0,0,217.29,14
1,0,0,1,0,1,1,1,1,0,1,247.31,18
1,1,0,0,0,1,1,0,1,1,1,252.82,28
1,0,1,0,1,1,0,0,0,1,0,225.41,28
1,1,1,0,1,1,0,1,1,0,1,250.24,18
1,1,0,0,0,1,1,1,0,1,1,252.89,16
1,1,0,0,1,0,1,0,1,0,1,234.47,29
1,1,0,0,0,1,0,1,0,0,1,258.16,12
1,1,0,1,0,0,1,1,0,1,0,236.84,15
1,0,0,1,0,0,0,0,0,1,0,221.33,29
1,1,1,0,1,0,1,0,1,1,0,244.49,28
1,1,0,0,0,0,0,0,1,1,0,240.16,29
1,0,1,1,1,0,0,0,1,1,0,241.97,28
1,0,0,1,1,1,0,0,1,1,0,240.98,28
1,0,1,1,1,1,1,1,0,0,1,267.07,12
1,1,0,1,1,1,0,0,0,1,0,229.31,28
1,0,1,1,1,1,0,0,1,1,0,243.44,28
1,0,0,0,1,1,0,0,1,0,0,219.33,29
1,1,0,0,1,1,1,1,0,1,1,255.42,15
1,1,0,0,0,1,0,0,0,1,0,227.39,29
1,1,0,1,0,1,0,0,1,1,1,251.43,28
1,0,1,0,1,0,0,1,0,1,1,246.39,15
1,0,1,0,1,0,0,0,1,1,1,250.05,28
1,0,1,1,1,1,0,1,0,1,0,237.04,15
1,1,1,0,1,0,0,1,0,0,1,246.96,14
1,1,1,0,1,1,1,0,0,1,0,231.8,28
1,1,0,0,1,0,1,1,0,1,0,240.62,16
1,1,1,0,1,0,0,0,0,1,0,229.79,29
1,1,1,0,1,1,0,0,1,0,1,234.42,28
1,0,0,0,1,1,1,1,1,1,1,263.59,19
1,0,0,1,1,0,0,1,1,0,1,247.43,17
