A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,1,0,1,1,1,0,0,0,0,206.23,29
1,0,1,0,1,1,0,1,0,1,1,248.07,15
1,1,0,0,1,1,0,0,1,1,1,253.74,28
1,1,1,1,1,1,0,1,0,0,0,218.62,14
1,1,0,0,0,1,1,0,0,1,0,227.94,28
1,1,1,1,1,0,1,1,0,1,0,240.83,15
1,0,0,1,0,0,0,1,1,0,1,245.5,17
1,1,0,0,0,0,1,1,1,1,1,266.11,18
1,0,0,0,0,1,1,0,0,1,0,223.01,29
1,1,1,1,1,1,0,1,0,0,0,216.37,14
1,1,0,1,0,0,1,0,1,0,1,232.98,28
1,1,1,1,1,1,0,1,1,0,1,253.15,18
1,1,1,0,1,1,0,1,0,0,1,263.58,12
1,0,0,0,1,1,1,0,1,0,1,234.56,28
1,1,0,1,0,0,1,1,1,0,0,227.53,19
1,0,1,0,1,0,1,0,0,1,1,235.23,27
1,1,0,0,0,1,0,1,1,0,0,228.65,19
1,0,0,1,1,0,0,0,1,0,1,232.65,27
1,1,1,1,1,1,0,0,0,1,1,238.82,28
1,0,0,0,1,1,0,1,0,0,1,258.9,12
1,1,0,1,0,1,0,1,1,1,0,252.14,20
1,1,0,0,1,1,1,1,0,1,1,255.42,15
1,1,1,1,1,0,1,1,0,0,1,266.19,12
1,1,0,1,0,1,1,1,1,0,0,228.97,19
1,1,1,1,1,1,0,1,0,1,0,241.57,15
1,0,0,1,1,1,1,0,0,0,0,203.86,29
1,0,1,1,1,0,0,1,1,0,0,230.94,19
1,0,0,0,1,0,0,0,0,0,1,214.37,26
1,1,1,1,1,0,1,0,1,1,1,255.21,28
1,1,1,0,1,1,0,0,1,0,0,224.18,29
1,1,0,1,1,0,1,0,0,0,0,204.51,29
1,1,0,1,0,1,0,1,0,0,0,212.05,15
1,0,0,1,1,0,0,0,1,1,1,248.34,28
1,1,0,1,1,0,1,1,1,1,1,266.09,19
1,1,0,1,0,0,0,1,1,1,1,262.74,19
1,1,1,0,1,1,0,1,0,0,1,266.03,12
1,0,0,1,0,1,1,0,1,0,0,219.08,29
1,0,1,1,1,0,0,1,1,0,0,228.65,19
1,0,0,0,1,0,1,1,0,0,0,211.59,15
1,0,0,0,0,1,0,0,1,1,0,238.73,28
1,0,0,1,1,1,0,1,0,0,0,213,15
1,0,1,1,1,0,0,0,0,1,1,235.12,28
1,1,1,0,1,0,0,1,0,0,0,215.88,14
1,1,1,0,1,0,1,0,0,1,1,237.33,28
