A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,0,0,0,0,1,1,0,1,1,1,249.04,28
1,1,1,0,1,0,1,0,0,0,0,206.62,29
1,0,1,1,1,1,1,1,1,1,0,252.14,20
1,0,0,1,0,0,0,0,1,0,0,217.29,29
1,1,0,0,0,0,0,0,0,1,0,224.43,29
1,0,0,1,0,0,0,0,0,0,1,213.53,26
1,1,1,0,1,1,1,0,1,1,1,254.12,28
1,1,0,0,0,0,1,1,1,0,1,248.19,17
1,1,1,0,1,1,1,1,1,1,0,258.05,20
1,1,0,0,0,0,1,1,1,1,1,266.11,18
1,1,0,1,0,0,0,1,0,0,1,244.12,14
1,1,1,0,1,1,0,0,0,1,0,231.34,28
1,1,0,0,0,1,0,1,1,1,1,266.45,18
1,0,1,0,1,1,0,0,0,1,1,235.7,28
1,0,0,1,0,0,0,1,1,1,1,258.02,19
1,1,1,0,1,0,1,0,1,0,0,221.78,29
1,0,1,1,1,1,0,1,0,0,0,215.01,14
1,0,0,1,0,0,1,1,1,0,1,246.01,19
1,0,1,1,1,0,1,1,1,1,0,252.51,20
1,0,0,0,1,1,0,0,1,0,1,233,28
1,1,0,0,0,1,0,1,0,1,1,251.91,16
1,0,0,1,1,0,0,1,0,0,0,211.19,14
1,0,1,0,1,1,1,1,1,0,0,229.68,18
1,0,0,1,1,1,1,0,1,1,1,250.48,28
1,1,0,1,1,0,1,0,1,1,0,244.26,28
1,1,1,1,1,0,0,1,0,1,0,239.98,15
1,1,0,1,1,1,1,1,0,1,0,241.69,15
1,0,0,1,0,0,1,1,1,1,0,247.08,20
1,0,0,0,0,1,1,1,0,1,0,233.74,16
1,0,0,1,0,0,0,1,1,0,1,245.5,17
1,0,1,0,1,1,0,1,1,0,1,249.01,18
1,0,0,0,0,1,1,1,1,1,1,261.57,19
1,0,1,0,1,0,0,0,1,0,0,221.01,29
1,0,0,1,1,0,0,1,0,1,1,246.09,15
1,1,0,1,0,0,0,1,0,0,0,210.24,14
1,1,0,1,1,0,1,1,1,0,0,229.95,19
1,0,0,1,1,0,0,0,0,0,0,201.9,26
1,0,0,1,1,0,0,1,1,0,0,227.19,19
1,0,1,1,1,0,0,0,0,1,1,233.33,28
1,1,0,0,1,0,0,1,1,1,0,253.64,19
1,1,0,0,0,0,0,1,1,1,0,251.58,19
1,0,0,0,0,0,1,1,0,1,1,245.21,16
1,0,1,1,1,1,0,0,0,0,1,217.65,28
1,0,1,1,1,1,0,1,0,0,1,263.75,12
1,1,0,0,0,1,1,1,1,0,1,249.74,17
1,1,0,1,1,0,1,0,1,1,1,252.81,28
1,0,0,1,0,0,1,0,0,0,0,200.82,29
1,0,1,0,1,1,0,0,1,1,0,242.43,28
1,1,1,0,1,0,1,1,1,1,1,266.48,19
1,1,1,0,1,1,0,0,1,1,0,246.5,28
1,0,0,0,0,0,1,0,1,0,0,217.09,29
1,1,1,1,1,1,1,1,0,0,0,217.24,14
1,0,0,0,1,1,1,0,1,1,0,241.23,28
1,0,1,0,1,0,0,1,1,0,1,250.12,16
1,1,1,0,1,1,0,0,1,1,1,253.12,28
1,0,1,1,1,0,0,1,1,0,0,230.94,19
1,0,0,0,1,0,0,1,1,1,1,261.09,18
1,1,1,0,1,1,1,1,1,0,0,231.2,19
1,1,0,1,0,0,0,1,1,0,0,227.15,19
1,1,1,0,1,1,1,0,1,1,0,247.28,28
1,0,1,0,1,0,0,1,1,1,0,247.5,19
1,0,0,0,1,1,0,0,1,1,1,250.07,28
1,0,0,0,1,1,0,0,0,0,1,215.19,29
1,1,0,0,1,1,0,0,0,1,1,237.51,28
1,1,1,1,1,1,0,0,1,0,1,237.7,28
1,1,1,0,1,1,0,0,0,0,1,217.68,28
1,0,1,1,1,1,0,0,1,1,0,241.7,28
1,1,1,1,1,0,0,1,1,1,1,268.42,19
1,1,1,1,1,0,0,1,0,1,0,242.16,15
1,1,1,1,1,0,1,0,1,1,0,245.22,28
1,1,0,0,1,0,1,1,1,0,1,250.37,17
1,1,1,1,1,0,0,1,1,1,0,253.96,19
1,1,1,0,1,0,1,0,0,1,1,239.04,28
1,1,1,1,1,1,1,0,1,1,0,246.48,28
1,1,0,0,1,1,0,0,1,0,1,234.22,28
1,0,1,1,1,1,1,0,1,1,1,251.36,28
1,1,1,1,1,0,1,0,1,1,1,254.42,28
1,0,0,1,0,0,0,1,0,1,0,231.04,15
1,1,0,0,1,0,1,0,1,1,1,253.49,28
1,1,1,0,1,1,0,1,1,1,0,256.45,20
1,1,1,1,1,0,0,0,0,1,0,229.17,28
1,0,0,1,0,0,0,0,1,1,1,246.81,28
1,0,0,1,0,0,1,0,0,1,0,222.56,29
