A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,1,0,1,1,1,1,0,1,1,253.74,15
1,1,1,0,1,1,1,1,0,0,0,215.95,14
1,0,1,1,1,0,1,0,0,1,0,225.69,29
1,0,0,1,1,0,0,0,0,1,1,232.03,28
1,1,1,0,1,1,0,1,0,1,1,252.75,15
1,0,1,1,1,0,1,0,0,0,1,219.05,29
1,0,0,1,0,1,1,1,1,0,1,247.31,18
1,0,1,0,1,0,0,0,0,0,0,202.23,26
1,0,0,0,1,0,0,0,0,1,0,221.25,29
1,0,0,0,0,0,1,0,0,1,0,221.61,29
1,0,1,1,1,0,1,1,0,1,0,235.97,15
1,0,1,1,1,0,0,0,0,0,1,218.43,26
1,1,1,1,1,0,0,1,0,0,0,217.29,14
1,1,1,1,1,0,0,1,0,1,0,242.16,15
1,0,0,1,0,1,1,1,0,0,1,260.77,12
1,0,0,1,0,0,0,0,1,0,0,217.29,29
1,0,1,1,1,1,1,0,0,0,1,219.87,29
1,1,1,1,1,1,0,0,0,1,0,232.2,28
1,1,1,1,1,0,0,0,1,0,1,234.87,28
1,0,1,0,1,1,0,0,1,1,1,249.72,28
1,0,1,0,1,0,0,0,0,0,1,217.55,26
1,0,0,1,1,1,0,1,0,1,0,235.53,16
1,0,0,0,1,0,0,0,0,0,1,214.37,26
1,0,1,0,1,1,0,1,1,1,0,251.52,20
1,1,0,1,1,1,1,0,1,0,1,235.79,28
1,0,0,1,1,0,0,0,0,1,0,223.49,29
1,0,1,1,1,0,0,1,0,1,1,250.04,15
1,0,0,1,1,1,1,0,0,1,0,225.77,28
1,1,0,1,0,0,1,1,0,1,0,236.84,15
1,0,1,1,1,1,1,1,1,0,1,252.45,18
1,1,1,0,1,0,1,0,1,1,0,244.49,28
1,0,1,1,1,0,0,0,1,0,0,220.4,29
1,1,0,1,0,1,0,0,0,0,1,215.48,28
1,1,1,0,1,0,1,1,1,1,1,268.38,19
1,0,1,0,1,0,0,0,0,0,1,215.61,26
1,1,1,0,1,1,0,1,1,0,1,250.24,18
1,0,1,1,1,0,0,1,0,0,0,215.85,14
1,0,1,0,1,1,0,0,1,1,1,251.16,28
1,1,0,0,1,1,1,0,0,0,0,204.96,29
