A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,0,1,0,1,0,0,1,0,1,1,248.78,15
1,1,0,1,0,1,1,1,1,1,0,253.65,20
1,0,0,0,1,1,1,1,1,0,1,249.34,18
1,0,0,0,0,0,1,0,0,0,0,199.68,29
1,1,0,0,0,0,1,1,0,0,1,257.17,12
1,1,1,1,1,1,1,0,0,1,1,239.5,28
1,0,1,0,1,0,0,1,1,1,0,249.81,19
1,1,1,1,1,1,1,1,0,1,1,257.33,15
1,1,0,1,0,1,1,1,0,0,1,261.43,12
1,1,1,0,1,0,0,1,1,1,0,255.02,19
1,0,1,1,1,1,0,0,1,1,1,250.34,28
1,0,0,0,1,0,1,1,0,0,1,257.71,12
1,1,1,1,1,1,1,0,1,0,0,223.77,29
1,0,0,0,0,0,1,0,1,0,1,231.32,29
1,0,1,1,1,1,1,1,1,0,0,230.82,18
1,1,0,1,1,0,1,1,1,1,1,266.09,19
1,0,1,0,1,0,0,0,1,0,1,233.45,29
1,0,1,1,1,1,1,0,0,1,0,227.03,29
1,0,0,1,1,0,0,0,1,0,0,218.89,29
1,0,0,0,1,0,0,0,1,1,1,247.69,28
1,1,1,1,1,1,0,1,0,1,0,241.57,15
1,1,0,0,1,1,1,0,0,1,1,238.56,28
1,1,0,0,0,0,1,0,1,1,1,251.85,28
1,0,1,0,1,1,1,1,1,0,0,231.77,18
1,1,1,0,1,1,0,1,1,1,1,268.58,19
1,0,1,1,1,1,1,1,0,0,0,215.73,14
1,0,1,0,1,0,1,0,0,0,1,218.02,27
1,0,0,0,1,1,1,0,1,0,0,219.87,29
1,0,1,1,1,0,0,0,1,1,0,241.97,28
1,0,0,1,1,1,1,0,0,1,1,234.45,28
1,1,0,0,0,1,1,1,0,0,0,212.71,15
1,1,0,0,0,1,1,0,1,1,0,244.28,28
1,1,0,0,0,0,0,1,0,0,1,243.79,14
1,0,1,0,1,0,0,0,0,0,0,202.23,26
1,1,0,0,1,1,0,0,0,0,1,216.23,28
1,0,0,1,0,0,0,0,0,1,0,221.33,29
1,1,0,1,1,1,0,1,1,1,1,266.21,20
1,1,1,0,1,0,0,0,0,1,1,237.9,28
1,1,0,0,0,0,1,0,1,0,1,232.47,28
1,0,0,1,1,1,0,1,0,1,1,248.06,15
1,0,0,0,1,0,1,0,1,1,0,239.93,28
1,0,0,1,0,1,1,0,1,0,0,219.08,29
1,1,1,1,1,0,1,0,1,1,0,245.22,28
1,0,1,1,1,1,0,1,1,1,0,250.68,20
1,0,1,0,1,0,1,1,0,1,1,247.37,15
1,1,0,0,0,0,0,0,1,1,0,240.16,29
1,0,1,1,1,1,0,1,1,0,1,251.91,18
1,0,1,0,1,0,0,0,1,1,1,248.69,28
1,1,0,1,0,0,1,1,0,1,1,249.56,15
1,1,0,0,1,0,0,0,1,0,0,220.42,29
1,1,1,0,1,1,0,1,1,0,1,250.24,18
1,1,1,0,1,0,1,0,1,0,0,221.78,29
1,1,1,1,1,1,1,1,0,0,1,267.43,12
1,1,1,1,1,0,1,0,1,0,1,237.36,28
1,1,0,0,0,1,0,1,0,0,0,211.74,15
1,0,0,0,1,0,0,0,0,0,0,200.66,27
1,1,0,0,1,1,1,1,1,0,0,231.33,18
