A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,0,1,1,1,0,0,1,0,1,1,247.63,15
1,0,1,1,1,1,0,1,0,0,0,215.01,14
1,1,0,1,1,1,0,1,0,0,0,214.48,15
1,1,0,0,1,0,0,0,0,0,0,202.39,26
1,1,1,1,1,0,0,0,0,1,0,229.17,28
1,0,1,0,1,1,0,0,0,1,1,235.7,28
1,0,1,1,1,0,1,0,0,0,0,205.71,29
1,0,0,0,1,0,1,1,1,1,0,248.89,20
1,1,1,1,1,0,1,1,0,1,0,243.78,15
1,1,1,1,1,1,0,0,1,0,1,237.7,28
1,0,1,0,1,1,1,1,0,0,1,266.12,12
1,0,1,0,1,0,1,0,0,0,1,215.99,27
