Max_spout,Spliters,Counters,Throughput+,Latency-
1.00E+05,2,17,83057,10676
100,3,1,46137,22.012
1.00E+05,1,1,45189,20990
10000,3,9,57998,731.92
1,1,18,5137.8,1.9503
1,1,4,5646.8,1.8299
10,3,10,30507,3.2954
1,4,3,7331.2,1.3902
1000,5,3,41825,252.3
10000,4,10,52129,812.86
1.00E+06,3,6,55815,784.2
10,5,9,30321,3.4058
10000,5,4,36179,999.54
1.00E+05,6,6,43286,570.68
1000,2,8,49891,206.25
10,1,2,30487,3.2351
1,3,13,7017.7,1.5023
1.00E+06,1,15,85140,40213
10000,6,4,43014,743.21
1.00E+05,3,3,43551,806.48
100,2,10,54155,18.162
1.00E+05,2,13,76190,789.55
1000,1,12,66743,140.29
100,4,16,52702,18.764
1000,2,4,48976,203.12
100,5,7,48844,20.129
1.00E+06,5,8,53027,895.41
100,1,12,53898,17.537
1.00E+05,4,14,55063,918.63
1000,4,18,56956,181.4
10,1,13,27695,3.5988
1.00E+05,4,8,51106,910.94
1,6,15,7042.3,1.4358
1.00E+06,6,4,45085,653.92
1,2,2,5801.6,1.7259
1.00E+06,2,1,36750,94553
1000,3,1,53563,187.28
1000,6,4,45218,192.37
100,5,2,36286,27.571
1.00E+06,4,2,31507,1210.1
10,2,5,32465,3.0701
1,1,5,5534.5,1.8374
1.00E+06,6,15,50244,522.62
1.00E+06,6,3,43784,874.17
1.00E+06,3,13,58196,753.06
100,3,16,54903,18.29
1000,5,13,59666,171.3
1.00E+06,2,17,91538,37087
10000,4,13,58281,784.23
1,5,10,6437.4,1.5584
1,6,16,7150.8,1.4092
1.00E+05,4,2,33020,1152
1.00E+06,5,12,54673,838.89
1,4,12,6686.6,1.5439
10,1,11,27273,3.5566
1.00E+05,3,14,59394,791.86
100,1,2,46286,22.103
1000,3,2,60799,166.47
1.00E+06,6,5,42758,696.02
1000,2,6,53012,197.96
10000,2,4,52942,1857.9
1.00E+05,2,14,75299,10531
1.00E+05,1,15,64561,15257
1000,4,11,57962,176.22
1.00E+06,3,4,52085,1052.8
10000,3,12,58415,783.82
1.00E+05,4,11,55317,784.34
10000,3,11,58125,823.45
1,2,16,5424,1.8711
10,5,4,30228,3.3734
1,6,3,7680.7,1.3299
10,3,8,30063,3.3333
