A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,1,0,1,0,1,1,0,0,1,263.31,12
1,0,1,0,1,0,1,1,0,0,1,261.84,12
1,1,0,0,1,1,0,0,1,0,1,234.22,28
1,1,1,0,1,0,1,0,1,0,0,221.78,29
1,1,1,0,1,0,0,1,0,0,0,215.88,14
1,1,1,1,1,1,0,0,1,1,0,247.17,28
1,1,0,1,1,0,1,0,1,1,1,252.81,28
1,1,0,0,1,1,1,0,1,0,0,222.16,29
1,1,1,1,1,1,0,1,1,1,1,267.85,19
1,1,0,0,0,0,0,1,0,1,1,249.66,16
1,0,1,0,1,1,1,1,1,1,0,251.01,20
1,1,0,1,1,1,1,0,0,0,1,218.04,28
1,0,1,1,1,1,0,1,0,0,0,215.01,14
1,0,0,0,0,0,1,0,0,1,1,230.79,29
1,0,1,1,1,0,0,0,1,0,1,233.66,28
1,1,0,1,0,1,1,1,1,0,1,248.58,18
1,1,1,1,1,1,0,0,0,1,0,230.65,29
1,1,0,1,1,1,0,1,1,1,1,266.21,20
1,0,0,0,0,0,0,0,0,0,0,210.34,27
1,1,0,0,0,0,1,0,1,0,1,232.47,28
1,0,0,0,1,0,1,0,0,0,1,214.89,29
1,0,0,0,1,0,0,0,1,1,0,237.75,29
1,1,0,1,1,0,1,0,0,1,1,236.98,28
1,0,1,0,1,0,1,0,0,1,1,233.55,28
1,0,1,0,1,0,1,0,1,1,1,249.58,28
1,1,1,1,1,0,1,0,1,0,1,235.91,28
1,0,1,0,1,1,0,0,0,0,1,216.72,29
1,1,1,0,1,1,1,0,0,1,0,231.8,28
1,1,1,1,1,1,0,1,1,0,1,251.15,18
1,1,1,0,1,1,0,1,0,1,1,255.17,15
1,1,0,1,0,1,0,0,0,0,1,215.48,28
1,0,1,1,1,1,1,0,1,1,1,251.36,28
1,0,0,0,0,1,1,1,1,0,1,247.13,18
1,0,0,1,0,1,0,1,0,1,0,232.96,15
1,1,0,1,1,1,0,0,1,0,0,222.27,29
1,0,1,0,1,1,0,1,1,0,0,231.25,19
1,0,1,1,1,1,0,1,0,1,0,239.32,15
1,1,1,0,1,0,0,0,0,0,1,216.64,26
1,0,1,1,1,1,1,0,0,0,1,219.87,29
1,1,1,0,1,0,0,0,0,1,0,227.85,29
1,0,0,1,0,1,1,0,1,0,0,219.08,29
1,1,1,1,1,0,0,0,0,0,1,217.4,26
1,1,1,0,1,0,0,0,1,0,0,221.38,29
1,0,0,1,0,0,1,1,0,0,0,209.84,14
1,1,0,0,1,1,0,0,0,0,1,216.23,28
1,1,1,1,1,1,0,1,1,1,0,257.51,20
1,0,0,0,0,0,1,1,1,1,1,260.17,18
1,0,1,0,1,1,1,1,0,0,0,214.41,14
1,1,1,1,1,1,0,1,0,1,0,241.57,15
1,1,1,0,1,0,1,1,1,0,1,251.25,18
1,0,1,1,1,0,1,0,0,0,0,205.71,29
1,0,1,1,1,1,0,0,0,0,1,217.65,28
1,1,1,1,1,1,1,1,0,1,1,257.33,15
1,1,1,1,1,0,1,0,1,0,1,237.36,28
1,1,0,1,1,1,1,1,0,0,1,263.57,12
1,1,0,0,0,1,0,0,0,1,0,227.39,29
1,1,1,0,1,1,0,0,1,0,0,224.18,29
