A,B,C,D,E,F,G,H,I,J,K,A-,B-
1,1,0,1,1,1,1,1,0,1,0,241.69,15
1,0,0,1,0,0,0,0,1,1,1,246.81,28
1,1,1,0,1,0,0,1,1,0,1,248.9,16
1,0,0,0,0,0,0,0,1,0,1,230.74,29
1,1,0,1,1,1,0,1,0,1,1,252.52,15
1,0,1,1,1,0,0,1,1,1,1,263.72,19
1,0,0,1,1,1,1,0,1,1,1,250.48,28
1,1,0,0,1,0,1,0,0,1,0,228.28,28
1,0,1,0,1,1,0,0,1,1,0,242.43,28
1,1,1,1,1,0,1,1,1,1,0,255.36,20
1,0,1,0,1,1,1,1,1,1,1,262.94,19
1,1,0,1,0,1,0,1,0,1,0,237.69,15
1,0,1,0,1,0,1,0,1,0,1,233.23,28
1,0,0,1,0,0,0,0,0,0,1,213.53,26
1,1,1,0,1,0,1,0,1,1,0,244.49,28
1,1,1,0,1,1,0,1,1,1,0,256.45,20
1,1,0,0,1,1,1,1,1,0,0,231.33,18
1,0,1,0,1,1,0,1,1,0,1,249.01,18
1,1,1,0,1,0,1,1,0,1,0,239.56,15
1,1,0,1,0,0,0,1,0,0,1,244.12,14
1,0,1,0,1,0,0,0,1,1,0,238.78,28
1,0,1,1,1,0,0,0,0,1,1,235.12,28
1,1,1,1,1,0,1,0,1,0,1,237.36,28
1,1,1,0,1,0,0,0,1,0,1,234.27,28
1,0,1,1,1,0,0,0,1,1,1,249.5,28
1,1,0,0,1,1,1,0,1,1,1,254.42,28
1,1,1,1,1,0,1,0,1,0,1,235.91,28
1,1,1,0,1,0,1,1,1,1,1,268.38,19
1,1,1,1,1,0,1,0,0,1,0,231.31,28
1,0,0,1,1,0,1,0,1,1,1,249.41,28
1,0,0,0,0,0,1,1,0,0,1,255.44,12
1,0,0,1,0,0,1,1,0,1,0,231.91,15
1,1,1,1,1,1,0,0,0,1,1,240.35,28
1,0,0,1,0,1,0,0,1,0,1,231.63,27
1,0,0,0,0,0,1,1,0,0,0,208.99,15
1,1,1,0,1,0,0,1,0,0,0,213.18,13
1,1,1,0,1,1,0,1,1,1,1,266.52,19
1,1,0,0,1,1,1,1,1,1,0,257.17,19
1,1,0,0,1,1,1,1,1,1,1,269.47,18
1,1,1,0,1,0,0,0,1,1,0,245.16,28
1,0,1,1,1,0,1,1,1,1,0,250.49,20
1,1,1,1,1,0,1,0,0,1,1,239.96,28
1,1,1,0,1,1,1,0,0,1,1,240.43,28
1,0,0,0,1,0,0,1,0,1,1,246.38,16
1,1,1,0,1,1,0,1,0,0,1,263.58,12
1,1,1,1,1,0,1,0,0,1,1,238.2,28
1,0,0,1,1,1,1,1,0,0,1,263.19,12
1,1,1,1,1,0,1,0,1,1,1,254.42,28
1,1,0,0,0,1,0,0,1,1,0,243.52,28
1,1,1,0,1,1,0,0,0,0,0,207.12,29
1,1,0,1,0,1,1,0,0,1,0,227.91,29
1,1,1,1,1,1,1,0,1,0,0,223.77,29
1,1,1,0,1,0,1,1,1,0,0,232.14,19
1,1,0,0,1,1,0,0,0,1,1,237.51,28
1,0,0,0,1,0,0,0,1,0,0,218.1,29
1,0,0,0,0,1,0,1,0,1,1,245.79,16
1,1,0,0,1,0,0,1,0,1,1,252.13,15
1,1,1,0,1,0,1,1,0,0,0,214.34,14
1,1,0,1,0,0,0,0,1,0,1,232.05,27
1,1,0,1,0,1,0,1,1,1,0,252.14,20
1,1,1,1,1,0,0,0,0,1,1,237.13,28
1,1,1,1,1,0,0,0,0,0,0,206.9,26
1,0,1,1,1,1,1,0,0,0,1,219.87,29
1,1,1,0,1,1,0,1,1,1,1,268.58,19
1,1,0,0,0,1,1,0,0,1,0,227.94,28
1,1,0,1,0,1,1,1,1,1,0,253.65,20
1,0,1,1,1,0,1,1,0,0,1,262.48,12
1,0,1,0,1,0,1,1,0,0,0,215.31,14
1,1,1,1,1,1,1,0,0,1,1,241.23,28
1,0,1,0,1,0,0,0,0,0,1,215.61,26
1,1,0,1,1,1,0,1,1,0,0,230.69,18
1,1,0,0,0,0,1,1,0,1,0,237.5,16
