Cluster,No_mbtree,No_asm,No_cabac,No_scenecut,Aq_strength,Bframes,Qcomp,Qp,Ref,Rc_lookahead,B_bias,Threads,Keyint,Crf,Scenecut,Seek,Ipratio,PSNR-,Energy-,d2h
86,0.0,0.0,1.0,1.0,0.73,1.67,0.6,23.67,9.0,224.0,-22.67,15.33,194.67,27.73,56.67,69.67,1.07,45.58,2654.81,0.268
87,0.0,1.0,0.0,0.0,0.67,2.33,0.4,24.0,3.33,47.67,-16.67,128.0,250.33,22.0,100.0,0.0,1.27,46.74,5775.42,0.335
88,0.0,1.0,0.0,0.0,1.17,2.33,0.67,26.0,3.33,55.0,21.67,128.0,1000.0,27.6,43.0,0.0,1.33,44.51,5294.19,0.309
89,0.0,0.0,1.0,1.0,0.91,3.32,0.56,19.89,2.95,44.16,-2.74,13.42,974.84,22.74,41.68,0.0,1.29,45.61,1753.63,0.258
90,0.0,0.0,1.0,1.0,1.0,2.86,0.59,21.36,2.79,37.21,0.0,4.0,232.21,23.0,100.0,0.0,1.34,45.84,2115.21,0.263
91,0.0,0.0,1.0,1.0,0.88,22.5,0.65,22.75,3.75,250.0,-0.25,14.25,125.75,32.45,37.5,0.0,0.95,36.86,923.53,0.179
92,1.0,0.0,0.0,1.0,0.99,2.84,0.57,19.44,2.61,35.57,1.78,4.77,215.67,23.15,35.08,0.0,1.29,47.05,2138.69,0.273
93,1.0,0.0,0.0,1.0,0.97,2.73,0.59,51.0,2.73,38.93,0.0,3.73,233.47,22.8,38.13,0.0,1.35,47.87,2216.09,0.281
94,1.0,0.0,0.0,1.0,1.0,2.86,0.59,21.36,9.0,37.21,0.0,4.0,232.21,23.0,37.21,0.0,1.34,47.71,4051.38,0.306
95,1.0,0.0,0.0,1.0,1.01,3.27,0.59,20.47,2.87,250.0,6.67,3.73,227.87,24.8,36.93,0.0,1.25,46.29,2185.18,0.268
96,1.0,0.0,0.0,1.0,1.0,2.86,0.59,21.36,2.79,37.21,0.0,4.0,232.21,23.0,100.0,0.0,1.34,47.88,2387.56,0.283
97,1.0,0.0,0.0,1.0,0.91,3.32,0.56,19.89,2.95,44.16,-2.74,13.42,974.84,22.74,41.68,0.0,1.29,48.05,2012.09,0.28
98,1.0,0.0,0.0,1.0,0.88,22.5,0.65,22.75,3.75,250.0,-0.25,14.25,125.75,32.45,37.5,0.0,0.95,37.09,868.19,0.181
99,1.0,0.0,0.0,1.0,0.96,24.88,0.57,21.19,2.87,37.38,-3.44,5.75,234.75,26.22,34.94,0.0,1.26,45.8,2041.48,0.262
100,1.0,0.0,0.0,1.0,0.73,1.67,0.6,23.67,9.0,224.0,-22.67,15.33,194.67,27.73,56.67,69.67,1.07,46.73,2722.76,0.278
101,0.0,0.0,0.0,1.0,1.05,3.0,0.58,22.03,2.63,38.6,3.77,126.74,219.17,23.05,37.94,0.0,1.35,45.82,1820.01,0.26
102,0.0,0.0,0.0,1.0,1.17,2.33,0.67,26.0,3.33,55.0,21.67,128.0,1000.0,27.6,43.0,0.0,1.33,44.49,1557.64,0.247
103,0.0,0.0,0.0,1.0,0.67,2.33,0.4,24.0,3.33,47.67,-16.67,128.0,250.33,22.0,100.0,0.0,1.27,46.75,1679.29,0.267
104,1.0,0.0,1.0,0.0,0.99,2.84,0.57,19.44,2.61,35.57,1.78,4.77,215.67,23.15,35.08,0.0,1.29,47.15,2129.86,0.274
105,1.0,0.0,1.0,0.0,1.01,3.27,0.59,20.47,2.87,250.0,6.67,3.73,227.87,24.8,36.93,0.0,1.25,46.32,2164.49,0.268
106,1.0,0.0,1.0,0.0,0.73,1.67,0.6,23.67,9.0,224.0,-22.67,15.33,194.67,27.73,56.67,69.67,1.07,46.67,2682.41,0.277
107,1.0,0.0,1.0,0.0,1.0,2.86,0.59,21.36,9.0,37.21,0.0,4.0,232.21,23.0,37.21,0.0,1.34,47.74,3988.22,0.305
108,1.0,0.0,1.0,0.0,0.88,22.5,0.65,22.75,3.75,250.0,-0.25,14.25,125.75,32.45,37.5,0.0,0.95,37.18,873.08,0.182
109,1.0,0.0,1.0,0.0,0.96,24.88,0.57,21.19,2.87,37.38,-3.44,5.75,234.75,26.22,34.94,0.0,1.26,45.83,2037.15,0.263
110,1.0,0.0,1.0,0.0,0.97,2.73,0.59,51.0,2.73,38.93,0.0,3.73,233.47,22.8,38.13,0.0,1.35,47.9,2194.29,0.281
111,1.0,0.0,1.0,0.0,1.0,2.86,0.59,21.36,2.79,37.21,0.0,4.0,232.21,23.0,100.0,0.0,1.34,47.93,2360.75,0.283
112,1.0,0.0,1.0,0.0,0.91,3.32,0.56,19.89,2.95,44.16,-2.74,13.42,974.84,22.74,41.68,0.0,1.29,48.13,1995.52,0.281
113,0.0,0.0,1.0,0.0,1.05,3.0,0.58,22.03,2.63,38.6,3.77,126.74,219.17,23.05,37.94,0.0,1.35,45.82,1809.38,0.26
114,0.0,0.0,1.0,0.0,1.17,2.33,0.67,26.0,3.33,55.0,21.67,128.0,1000.0,27.6,43.0,0.0,1.33,44.33,1523.83,0.246
115,0.0,0.0,1.0,0.0,0.67,2.33,0.4,24.0,3.33,47.67,-16.67,128.0,250.33,22.0,100.0,0.0,1.27,46.66,1650.17,0.266
116,1.0,0.0,0.0,0.0,1.05,3.0,0.58,22.03,2.63,38.6,3.77,126.74,219.17,23.05,37.94,0.0,1.35,47.62,2035.15,0.277
117,1.0,0.0,0.0,0.0,0.67,2.33,0.4,24.0,3.33,47.67,-16.67,128.0,250.33,22.0,100.0,0.0,1.27,49.36,1945.92,0.29
118,1.0,0.0,0.0,0.0,1.17,2.33,0.67,26.0,3.33,55.0,21.67,128.0,1000.0,27.6,43.0,0.0,1.33,45.68,1677.78,0.258
119,0.0,0.0,0.0,0.0,1.03,9.67,1.03,44.33,8.67,21.33,89.0,48.67,918.33,77.97,93.67,648.33,2.1,41.84,1096.56,0.222
120,0.0,0.0,1.0,0.0,0.73,9.0,0.9,39.0,3.33,7.0,-50.0,108.0,843.67,29.83,27.67,55.33,0.93,43.15,896.25,0.231
121,0.0,0.0,0.0,1.0,0.73,9.0,0.9,39.0,3.33,7.0,-50.0,108.0,843.67,29.83,27.67,55.33,0.93,43.23,899.09,0.232
122,0.0,1.0,0.0,0.0,0.73,9.0,0.9,39.0,3.33,7.0,-50.0,108.0,843.67,29.83,27.67,55.33,0.93,43.23,3085.99,0.256
123,1.0,0.0,0.0,0.0,0.73,9.0,0.9,39.0,3.33,7.0,-50.0,108.0,843.67,29.83,27.67,55.33,0.93,43.98,931.93,0.239
124,0.0,0.0,0.0,0.0,0.6,12.33,0.33,38.33,6.33,35.67,33.67,15.67,761.67,27.33,97.33,53.0,0.1,33.49,1427.78,0.157
125,0.0,0.0,0.0,0.0,1.4,6.8,0.88,42.2,0.4,110.4,-85.2,56.2,944.8,48.1,10.0,440.0,2.58,41.14,735.91,0.214
126,0.0,0.0,0.0,0.0,1.1,4.0,0.58,21.0,9.0,238.25,83.25,7.5,405.5,29.17,97.0,715.75,0.45,43.78,1262.97,0.239
127,0.0,0.0,0.0,0.0,1.67,12.33,0.3,41.33,9.0,1.67,-93.67,116.33,787.67,20.03,75.67,55.33,1.17,40.22,2091.22,0.218
128,0.0,0.0,0.0,0.0,1.6,13.0,0.4,1.0,7.0,81.0,-19.0,117.0,195.0,83.2,98.0,352.0,0.8,58.43,2463.96,0.369
129,0.0,0.0,0.0,0.0,1.6,15.0,0.0,50.0,7.0,62.0,-96.0,10.0,44.0,74.0,31.0,162.0,2.0,37.06,1054.54,0.182
130,0.0,1.0,0.0,1.0,0.23,13.0,0.73,25.0,4.0,68.33,-9.67,84.67,397.33,10.43,80.67,69.67,1.43,51.57,4481.6,0.342
131,0.0,0.0,1.0,1.0,0.23,13.0,0.73,25.0,4.0,68.33,-9.67,84.67,397.33,10.43,80.67,69.67,1.43,51.51,1321.32,0.303
132,1.0,0.0,0.0,1.0,0.23,13.0,0.73,25.0,4.0,68.33,-9.67,84.67,397.33,10.43,80.67,69.67,1.43,52.88,1409.99,0.315
133,0.0,1.0,1.0,0.0,0.23,13.0,0.73,25.0,4.0,68.33,-9.67,84.67,397.33,10.43,80.67,69.67,1.43,51.5,4455.27,0.341
134,1.0,1.0,0.0,0.0,0.23,13.0,0.73,25.0,4.0,68.33,-9.67,84.67,397.33,10.43,80.67,69.67,1.43,52.88,4761.01,0.356
135,1.0,0.0,1.0,0.0,0.23,13.0,0.73,25.0,4.0,68.33,-9.67,84.67,397.33,10.43,80.67,69.67,1.43,52.82,1432.93,0.315
136,1.0,1.0,1.0,1.0,0.23,13.0,0.73,25.0,4.0,68.33,-9.67,84.67,397.33,10.43,80.67,69.67,1.43,52.82,5677.8,0.374
137,1.0,1.0,1.0,0.0,0.23,13.0,0.73,25.0,4.0,68.33,-9.67,84.67,397.33,10.43,80.67,69.67,1.43,52.82,5690.45,0.374
138,1.0,0.0,1.0,1.0,0.23,13.0,0.73,25.0,4.0,68.33,-9.67,84.67,397.33,10.43,80.67,69.67,1.43,52.82,1706.73,0.317
139,0.0,1.0,1.0,1.0,0.23,13.0,0.73,25.0,4.0,68.33,-9.67,84.67,397.33,10.43,80.67,69.67,1.43,51.5,5345.68,0.358
140,1.0,1.0,0.0,1.0,0.23,13.0,0.73,25.0,4.0,68.33,-9.67,84.67,397.33,10.43,80.67,69.67,1.43,52.88,5615.6,0.373
141,1.0,1.0,1.0,1.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,37.89,2535.08,0.207
142,1.0,0.0,0.0,0.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,38.06,667.4,0.188
143,0.0,0.0,0.0,0.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,36.47,700.99,0.175
144,0.0,0.0,1.0,0.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,36.48,695.56,0.175
145,1.0,0.0,1.0,0.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,37.89,659.84,0.187
146,0.0,0.0,0.0,1.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,36.47,709.7,0.175
147,1.0,0.0,0.0,1.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,38.06,655.22,0.188
148,0.0,0.0,1.0,1.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,36.48,693.78,0.175
149,0.0,1.0,0.0,0.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,36.47,2222.44,0.191
150,1.0,1.0,0.0,0.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,38.05,2174.13,0.203
151,0.0,1.0,1.0,0.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,36.47,2170.08,0.19
152,0.0,1.0,0.0,1.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,36.47,2246.0,0.192
153,1.0,0.0,1.0,1.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,37.89,795.64,0.187
154,1.0,1.0,1.0,0.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,37.89,2534.45,0.207
155,1.0,1.0,0.0,1.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,38.05,2599.94,0.209
156,0.0,1.0,1.0,1.0,0.53,20.33,0.47,24.67,0.67,105.67,100.0,128.0,804.33,45.67,11.67,69.67,1.47,36.47,2612.97,0.198
157,1.0,1.0,1.0,1.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.4,4313.32,0.266
158,0.0,0.0,0.0,0.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.16,1209.17,0.217
159,1.0,0.0,0.0,0.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.41,1254.38,0.219
160,0.0,0.0,1.0,0.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.16,1189.88,0.217
161,1.0,0.0,1.0,0.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.42,1235.82,0.219
162,1.0,1.0,0.0,1.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.43,4423.61,0.269
163,0.0,1.0,1.0,1.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.14,4170.99,0.261
164,1.0,0.0,1.0,1.0,0.38,25.0,0.9,48.0,8.25,95.0,87.5,15.75,686.5,12.5,49.5,209.0,2.95,41.42,1394.56,0.221
